,Target,Y_hat,Target_Sensation,Y_hat_Sensation
4133,0.0,0,Neutral,Neutral
4134,0.0,0,Neutral,Neutral
4135,-1.0,0,Slighty cool,Neutral
4136,1.0,2,Slighty warm,Warm
4137,0.0,0,Neutral,Neutral
4138,-1.0,0,Slighty cool,Neutral
4139,0.0,0,Neutral,Neutral
4140,-2.0,0,Cool,Neutral
4141,0.0,0,Neutral,Neutral
4142,-1.0,0,Slighty cool,Neutral
4143,0.0,-1,Neutral,Slighty cool
4144,0.0,0,Neutral,Neutral
4145,-1.0,-1,Slighty cool,Slighty cool
4146,0.0,0,Neutral,Neutral
4147,1.0,0,Slighty warm,Neutral
4148,3.0,0,Hot,Neutral
4149,0.0,-1,Neutral,Slighty cool
4150,0.0,-1,Neutral,Slighty cool
4151,0.0,0,Neutral,Neutral
4152,0.0,1,Neutral,Slighty warm
4153,1.0,0,Slighty warm,Neutral
4154,0.0,1,Neutral,Slighty warm
4155,0.0,0,Neutral,Neutral
4156,0.0,0,Neutral,Neutral
4157,2.0,0,Warm,Neutral
4158,1.0,0,Slighty warm,Neutral
4159,-1.0,0,Slighty cool,Neutral
4160,1.0,0,Slighty warm,Neutral
4161,-1.0,0,Slighty cool,Neutral
4162,0.0,0,Neutral,Neutral
4163,0.0,0,Neutral,Neutral
4164,-1.0,0,Slighty cool,Neutral
4165,0.0,0,Neutral,Neutral
4166,0.0,-1,Neutral,Slighty cool
4167,0.0,-1,Neutral,Slighty cool
4168,0.0,1,Neutral,Slighty warm
4169,-1.0,0,Slighty cool,Neutral
4170,0.0,0,Neutral,Neutral
4171,1.0,1,Slighty warm,Slighty warm
4172,2.0,1,Warm,Slighty warm
4173,-1.0,0,Slighty cool,Neutral
4174,0.0,0,Neutral,Neutral
4175,-2.0,0,Cool,Neutral
4176,-2.0,-1,Cool,Slighty cool
4177,0.0,0,Neutral,Neutral
4178,0.0,1,Neutral,Slighty warm
4179,-0.0,0,Neutral,Neutral
4180,0.0,0,Neutral,Neutral
4181,0.0,1,Neutral,Slighty warm
4182,1.0,0,Slighty warm,Neutral
4183,1.0,1,Slighty warm,Slighty warm
4184,1.0,1,Slighty warm,Slighty warm
4185,0.0,0,Neutral,Neutral
4186,1.0,0,Slighty warm,Neutral
4187,0.0,0,Neutral,Neutral
4188,0.0,1,Neutral,Slighty warm
4189,-0.0,1,Neutral,Slighty warm
4190,-1.0,0,Slighty cool,Neutral
4191,0.0,1,Neutral,Slighty warm
4192,-2.0,1,Cool,Slighty warm
4193,-1.0,0,Slighty cool,Neutral
4194,0.0,0,Neutral,Neutral
4195,-2.0,-1,Cool,Slighty cool
4196,0.0,0,Neutral,Neutral
4197,0.0,-1,Neutral,Slighty cool
4198,0.0,0,Neutral,Neutral
4199,-1.0,0,Slighty cool,Neutral
4200,0.0,-1,Neutral,Slighty cool
4201,0.0,0,Neutral,Neutral
4202,1.0,1,Slighty warm,Slighty warm
4203,0.0,0,Neutral,Neutral
4204,2.0,0,Warm,Neutral
4205,-2.0,0,Cool,Neutral
4206,0.0,0,Neutral,Neutral
4207,0.0,1,Neutral,Slighty warm
4208,0.0,0,Neutral,Neutral
4209,0.0,0,Neutral,Neutral
4210,2.0,0,Warm,Neutral
4211,-2.0,0,Cool,Neutral
4212,0.0,0,Neutral,Neutral
4213,0.0,1,Neutral,Slighty warm
4214,0.0,1,Neutral,Slighty warm
4215,0.0,-1,Neutral,Slighty cool
4216,3.0,0,Hot,Neutral
4217,0.0,1,Neutral,Slighty warm
4218,1.0,0,Slighty warm,Neutral
4219,0.0,0,Neutral,Neutral
4220,2.0,0,Warm,Neutral
4221,0.0,1,Neutral,Slighty warm
4222,2.0,0,Warm,Neutral
4223,0.0,0,Neutral,Neutral
4224,-2.0,0,Cool,Neutral
4225,0.0,1,Neutral,Slighty warm
4226,-1.0,0,Slighty cool,Neutral
4227,-2.0,0,Cool,Neutral
4228,2.0,1,Warm,Slighty warm
4229,0.0,0,Neutral,Neutral
4230,0.0,0,Neutral,Neutral
4231,1.0,1,Slighty warm,Slighty warm
4232,1.0,1,Slighty warm,Slighty warm
4233,-1.0,-1,Slighty cool,Slighty cool
4234,2.0,1,Warm,Slighty warm
4235,0.0,0,Neutral,Neutral
4236,-2.0,-1,Cool,Slighty cool
4237,0.0,0,Neutral,Neutral
4238,0.0,1,Neutral,Slighty warm
4239,3.0,2,Hot,Warm
4240,-1.0,0,Slighty cool,Neutral
4241,1.0,0,Slighty warm,Neutral
4242,2.0,0,Warm,Neutral
4243,0.0,0,Neutral,Neutral
4244,0.0,1,Neutral,Slighty warm
4245,0.0,0,Neutral,Neutral
4246,0.0,0,Neutral,Neutral
4247,2.0,1,Warm,Slighty warm
4248,0.0,1,Neutral,Slighty warm
4249,-0.0,1,Neutral,Slighty warm
4250,0.0,0,Neutral,Neutral
4251,-1.0,0,Slighty cool,Neutral
4252,-1.0,0,Slighty cool,Neutral
4253,0.0,0,Neutral,Neutral
4254,0.0,0,Neutral,Neutral
4255,0.0,0,Neutral,Neutral
4256,1.0,0,Slighty warm,Neutral
4257,0.0,-1,Neutral,Slighty cool
4258,1.0,1,Slighty warm,Slighty warm
4259,0.0,0,Neutral,Neutral
4260,-2.0,0,Cool,Neutral
4261,0.0,0,Neutral,Neutral
4262,-1.0,-1,Slighty cool,Slighty cool
4263,1.0,0,Slighty warm,Neutral
4264,3.0,2,Hot,Warm
4265,0.0,0,Neutral,Neutral
4266,2.0,2,Warm,Warm
4267,-1.0,0,Slighty cool,Neutral
4268,0.0,0,Neutral,Neutral
4269,0.0,0,Neutral,Neutral
4270,0.0,0,Neutral,Neutral
4271,-1.0,0,Slighty cool,Neutral
4272,0.0,0,Neutral,Neutral
4273,0.0,-1,Neutral,Slighty cool
4274,0.0,0,Neutral,Neutral
4275,-1.0,0,Slighty cool,Neutral
4276,1.0,1,Slighty warm,Slighty warm
4277,-1.0,0,Slighty cool,Neutral
4278,-3.0,-1,Cold,Slighty cool
4279,0.0,1,Neutral,Slighty warm
4280,-1.0,0,Slighty cool,Neutral
4281,0.0,0,Neutral,Neutral
4282,3.0,1,Hot,Slighty warm
4283,2.0,1,Warm,Slighty warm
4284,-1.0,0,Slighty cool,Neutral
4285,1.0,0,Slighty warm,Neutral
4286,1.0,2,Slighty warm,Warm
4287,0.0,0,Neutral,Neutral
4288,3.0,1,Hot,Slighty warm
4289,0.0,1,Neutral,Slighty warm
4290,1.0,1,Slighty warm,Slighty warm
4291,0.0,0,Neutral,Neutral
4292,0.0,0,Neutral,Neutral
4293,0.0,1,Neutral,Slighty warm
4294,0.0,0,Neutral,Neutral
4295,-1.0,0,Slighty cool,Neutral
4296,3.0,1,Hot,Slighty warm
4297,2.0,1,Warm,Slighty warm
4298,1.0,0,Slighty warm,Neutral
4299,-1.0,0,Slighty cool,Neutral
4300,2.0,1,Warm,Slighty warm
4301,0.0,0,Neutral,Neutral
4302,0.0,0,Neutral,Neutral
4303,-2.0,-1,Cool,Slighty cool
4304,-1.0,0,Slighty cool,Neutral
4305,-1.0,0,Slighty cool,Neutral
4306,0.0,0,Neutral,Neutral
4307,0.0,1,Neutral,Slighty warm
4308,0.0,0,Neutral,Neutral
4309,-0.0,1,Neutral,Slighty warm
4310,0.0,0,Neutral,Neutral
4311,1.0,1,Slighty warm,Slighty warm
4312,0.0,0,Neutral,Neutral
4313,0.0,0,Neutral,Neutral
4314,0.0,0,Neutral,Neutral
4315,-1.0,0,Slighty cool,Neutral
4316,0.0,1,Neutral,Slighty warm
4317,-3.0,-1,Cold,Slighty cool
4318,1.0,0,Slighty warm,Neutral
4319,0.0,0,Neutral,Neutral
4320,0.0,0,Neutral,Neutral
4321,0.0,0,Neutral,Neutral
4322,-1.0,0,Slighty cool,Neutral
4323,0.0,1,Neutral,Slighty warm
4324,0.0,0,Neutral,Neutral
4325,0.0,0,Neutral,Neutral
4326,0.0,0,Neutral,Neutral
4327,0.0,0,Neutral,Neutral
4328,3.0,1,Hot,Slighty warm
4329,-1.0,-1,Slighty cool,Slighty cool
4330,-1.0,0,Slighty cool,Neutral
4331,0.0,-1,Neutral,Slighty cool
4332,0.0,0,Neutral,Neutral
4333,0.0,1,Neutral,Slighty warm
4334,2.0,2,Warm,Warm
4335,0.0,0,Neutral,Neutral
4336,0.0,0,Neutral,Neutral
4337,2.0,0,Warm,Neutral
4338,0.0,0,Neutral,Neutral
4339,0.0,0,Neutral,Neutral
4340,-1.0,0,Slighty cool,Neutral
4341,1.0,0,Slighty warm,Neutral
4342,2.0,1,Warm,Slighty warm
4343,1.0,0,Slighty warm,Neutral
4344,3.0,2,Hot,Warm
4345,-1.0,-1,Slighty cool,Slighty cool
4346,0.0,1,Neutral,Slighty warm
4347,3.0,1,Hot,Slighty warm
4348,-1.0,0,Slighty cool,Neutral
4349,0.0,0,Neutral,Neutral
4350,0.0,0,Neutral,Neutral
4351,1.0,1,Slighty warm,Slighty warm
4352,-0.0,1,Neutral,Slighty warm
4353,1.0,1,Slighty warm,Slighty warm
4354,0.0,0,Neutral,Neutral
4355,0.0,0,Neutral,Neutral
4356,-0.0,0,Neutral,Neutral
4357,1.0,0,Slighty warm,Neutral
4358,0.0,-1,Neutral,Slighty cool
4359,0.0,-1,Neutral,Slighty cool
4360,-1.0,0,Slighty cool,Neutral
4361,0.0,1,Neutral,Slighty warm
4362,0.0,0,Neutral,Neutral
4363,1.0,1,Slighty warm,Slighty warm
4364,0.0,0,Neutral,Neutral
4365,0.0,0,Neutral,Neutral
4366,1.0,0,Slighty warm,Neutral
4367,0.0,0,Neutral,Neutral
4368,-2.0,-1,Cool,Slighty cool
4369,0.0,0,Neutral,Neutral
4370,0.0,0,Neutral,Neutral
4371,0.0,0,Neutral,Neutral
4372,0.0,0,Neutral,Neutral
4373,-1.0,0,Slighty cool,Neutral
4374,-1.0,0,Slighty cool,Neutral
4375,0.0,0,Neutral,Neutral
4376,-1.0,0,Slighty cool,Neutral
4377,0.0,0,Neutral,Neutral
4378,1.0,0,Slighty warm,Neutral
4379,0.0,0,Neutral,Neutral
4380,1.0,1,Slighty warm,Slighty warm
4381,0.0,0,Neutral,Neutral
4382,0.0,0,Neutral,Neutral
4383,1.0,0,Slighty warm,Neutral
4384,0.0,-1,Neutral,Slighty cool
4385,-1.0,0,Slighty cool,Neutral
4386,0.0,-1,Neutral,Slighty cool
4387,1.0,0,Slighty warm,Neutral
4388,-1.0,0,Slighty cool,Neutral
4389,3.0,2,Hot,Warm
4390,0.0,0,Neutral,Neutral
4391,2.0,2,Warm,Warm
4392,-3.0,-1,Cold,Slighty cool
4393,3.0,2,Hot,Warm
4394,0.0,0,Neutral,Neutral
4395,0.0,0,Neutral,Neutral
4396,-2.0,0,Cool,Neutral
4397,-0.0,0,Neutral,Neutral
4398,2.0,0,Warm,Neutral
4399,1.0,1,Slighty warm,Slighty warm
4400,0.0,0,Neutral,Neutral
4401,0.0,0,Neutral,Neutral
4402,2.0,0,Warm,Neutral
4403,1.0,0,Slighty warm,Neutral
4404,2.0,0,Warm,Neutral
4405,2.0,0,Warm,Neutral
4406,0.0,1,Neutral,Slighty warm
4407,0.0,0,Neutral,Neutral
4408,1.0,1,Slighty warm,Slighty warm
4409,-1.0,-1,Slighty cool,Slighty cool
4410,0.0,1,Neutral,Slighty warm
4411,0.0,-1,Neutral,Slighty cool
4412,-2.0,-1,Cool,Slighty cool
4413,1.0,1,Slighty warm,Slighty warm
4414,0.0,0,Neutral,Neutral
4415,0.0,0,Neutral,Neutral
4416,-1.0,-1,Slighty cool,Slighty cool
4417,-1.0,0,Slighty cool,Neutral
4418,-2.0,0,Cool,Neutral
4419,-1.0,0,Slighty cool,Neutral
4420,1.0,1,Slighty warm,Slighty warm
4421,3.0,0,Hot,Neutral
4422,0.0,0,Neutral,Neutral
4423,0.0,0,Neutral,Neutral
4424,0.0,1,Neutral,Slighty warm
4425,1.0,1,Slighty warm,Slighty warm
4426,0.0,0,Neutral,Neutral
4427,0.0,1,Neutral,Slighty warm
4428,0.0,1,Neutral,Slighty warm
4429,0.0,0,Neutral,Neutral
4430,0.0,1,Neutral,Slighty warm
4431,0.0,0,Neutral,Neutral
4432,0.0,0,Neutral,Neutral
4433,0.0,1,Neutral,Slighty warm
4434,-1.0,0,Slighty cool,Neutral
4435,0.0,0,Neutral,Neutral
4436,-1.0,0,Slighty cool,Neutral
4437,-2.0,-1,Cool,Slighty cool
4438,1.0,0,Slighty warm,Neutral
4439,3.0,0,Hot,Neutral
4440,1.0,1,Slighty warm,Slighty warm
4441,0.0,1,Neutral,Slighty warm
4442,0.0,0,Neutral,Neutral
4443,0.0,-1,Neutral,Slighty cool
4444,0.0,1,Neutral,Slighty warm
4445,0.0,0,Neutral,Neutral
4446,0.0,0,Neutral,Neutral
4447,1.0,0,Slighty warm,Neutral
4448,-2.0,0,Cool,Neutral
4449,1.0,1,Slighty warm,Slighty warm
4450,1.0,0,Slighty warm,Neutral
4451,3.0,0,Hot,Neutral
4452,1.0,1,Slighty warm,Slighty warm
4453,1.0,0,Slighty warm,Neutral
4454,0.0,-1,Neutral,Slighty cool
4455,1.0,0,Slighty warm,Neutral
4456,0.0,0,Neutral,Neutral
4457,0.0,0,Neutral,Neutral
4458,1.0,1,Slighty warm,Slighty warm
4459,0.0,0,Neutral,Neutral
4460,-2.0,0,Cool,Neutral
4461,0.0,1,Neutral,Slighty warm
4462,0.0,-1,Neutral,Slighty cool
4463,0.0,2,Neutral,Warm
4464,2.0,0,Warm,Neutral
4465,0.0,0,Neutral,Neutral
4466,0.0,0,Neutral,Neutral
4467,0.0,1,Neutral,Slighty warm
4468,-1.0,0,Slighty cool,Neutral
4469,-0.0,-1,Neutral,Slighty cool
4470,-1.0,0,Slighty cool,Neutral
4471,1.0,0,Slighty warm,Neutral
4472,0.0,0,Neutral,Neutral
4473,2.0,0,Warm,Neutral
4474,-1.0,-1,Slighty cool,Slighty cool
4475,0.0,0,Neutral,Neutral
4476,-1.0,0,Slighty cool,Neutral
4477,0.0,1,Neutral,Slighty warm
4478,0.0,0,Neutral,Neutral
4479,-0.0,1,Neutral,Slighty warm
4480,0.0,0,Neutral,Neutral
4481,3.0,0,Hot,Neutral
4482,0.0,0,Neutral,Neutral
4483,0.0,1,Neutral,Slighty warm
4484,0.0,0,Neutral,Neutral
4485,-1.0,0,Slighty cool,Neutral
4486,0.0,0,Neutral,Neutral
4487,0.0,0,Neutral,Neutral
4488,2.0,1,Warm,Slighty warm
4489,0.0,1,Neutral,Slighty warm
4490,0.0,1,Neutral,Slighty warm
4491,-0.0,1,Neutral,Slighty warm
4492,0.0,-2,Neutral,Cool
4493,3.0,1,Hot,Slighty warm
4494,-1.0,0,Slighty cool,Neutral
4495,0.0,0,Neutral,Neutral
4496,-0.0,0,Neutral,Neutral
4497,-1.0,0,Slighty cool,Neutral
4498,2.0,0,Warm,Neutral
4499,-1.0,0,Slighty cool,Neutral
4500,1.0,0,Slighty warm,Neutral
4501,0.0,0,Neutral,Neutral
4502,2.0,1,Warm,Slighty warm
4503,0.0,0,Neutral,Neutral
4504,0.0,1,Neutral,Slighty warm
4505,0.0,0,Neutral,Neutral
4506,2.0,1,Warm,Slighty warm
4507,0.0,0,Neutral,Neutral
4508,1.0,2,Slighty warm,Warm
4509,3.0,2,Hot,Warm
4510,0.0,0,Neutral,Neutral
4511,1.0,0,Slighty warm,Neutral
4512,0.0,0,Neutral,Neutral
4513,-1.0,0,Slighty cool,Neutral
4514,-0.0,1,Neutral,Slighty warm
4515,0.0,0,Neutral,Neutral
4516,1.0,1,Slighty warm,Slighty warm
4517,2.0,0,Warm,Neutral
4518,0.0,0,Neutral,Neutral
4519,0.0,0,Neutral,Neutral
4520,-0.0,1,Neutral,Slighty warm
4521,0.0,0,Neutral,Neutral
4522,1.0,0,Slighty warm,Neutral
4523,0.0,2,Neutral,Warm
4524,-1.0,0,Slighty cool,Neutral
4525,1.0,1,Slighty warm,Slighty warm
4526,0.0,0,Neutral,Neutral
4527,0.0,0,Neutral,Neutral
4528,1.0,1,Slighty warm,Slighty warm
4529,-1.0,0,Slighty cool,Neutral
4530,-0.0,1,Neutral,Slighty warm
4531,1.0,1,Slighty warm,Slighty warm
4532,-1.0,0,Slighty cool,Neutral
4533,0.0,0,Neutral,Neutral
4534,-2.0,0,Cool,Neutral
4535,-1.0,0,Slighty cool,Neutral
4536,-1.0,0,Slighty cool,Neutral
4537,0.0,1,Neutral,Slighty warm
4538,0.0,1,Neutral,Slighty warm
4539,1.0,0,Slighty warm,Neutral
4540,-1.0,0,Slighty cool,Neutral
4541,0.0,0,Neutral,Neutral
4542,-0.0,0,Neutral,Neutral
4543,0.0,1,Neutral,Slighty warm
4544,0.0,0,Neutral,Neutral
4545,1.0,0,Slighty warm,Neutral
4546,-2.0,-1,Cool,Slighty cool
4547,2.0,2,Warm,Warm
4548,0.0,0,Neutral,Neutral
4549,0.0,0,Neutral,Neutral
4550,-1.0,0,Slighty cool,Neutral
4551,-1.0,-1,Slighty cool,Slighty cool
4552,3.0,1,Hot,Slighty warm
4553,-1.0,0,Slighty cool,Neutral
4554,-0.0,-1,Neutral,Slighty cool
4555,0.0,0,Neutral,Neutral
4556,-0.0,0,Neutral,Neutral
4557,0.0,0,Neutral,Neutral
4558,2.0,1,Warm,Slighty warm
4559,-1.0,0,Slighty cool,Neutral
4560,-1.0,0,Slighty cool,Neutral
4561,0.0,-1,Neutral,Slighty cool
4562,0.0,0,Neutral,Neutral
4563,0.0,0,Neutral,Neutral
4564,2.0,0,Warm,Neutral
4565,0.0,0,Neutral,Neutral
4566,0.0,0,Neutral,Neutral
4567,-1.0,0,Slighty cool,Neutral
4568,0.0,0,Neutral,Neutral
4569,-1.0,-1,Slighty cool,Slighty cool
4570,0.0,-1,Neutral,Slighty cool
4571,-1.0,1,Slighty cool,Slighty warm
4572,1.0,0,Slighty warm,Neutral
4573,0.0,1,Neutral,Slighty warm
4574,3.0,1,Hot,Slighty warm
4575,2.0,2,Warm,Warm
4576,0.0,0,Neutral,Neutral
4577,3.0,1,Hot,Slighty warm
4578,-1.0,0,Slighty cool,Neutral
4579,-3.0,-1,Cold,Slighty cool
4580,0.0,-2,Neutral,Cool
4581,1.0,0,Slighty warm,Neutral
4582,1.0,2,Slighty warm,Warm
4583,0.0,0,Neutral,Neutral
4584,0.0,0,Neutral,Neutral
4585,1.0,0,Slighty warm,Neutral
4586,1.0,1,Slighty warm,Slighty warm
4587,1.0,1,Slighty warm,Slighty warm
4588,-1.0,0,Slighty cool,Neutral
4589,0.0,0,Neutral,Neutral
4590,0.0,0,Neutral,Neutral
4591,0.0,0,Neutral,Neutral
4592,0.0,0,Neutral,Neutral
4593,1.0,0,Slighty warm,Neutral
4594,1.0,2,Slighty warm,Warm
4595,0.0,1,Neutral,Slighty warm
4596,1.0,0,Slighty warm,Neutral
4597,3.0,3,Hot,Hot
4598,2.0,0,Warm,Neutral
4599,2.0,0,Warm,Neutral
4600,-1.0,0,Slighty cool,Neutral
4601,-1.0,-1,Slighty cool,Slighty cool
4602,-0.0,0,Neutral,Neutral
4603,3.0,1,Hot,Slighty warm
4604,3.0,1,Hot,Slighty warm
4605,-1.0,0,Slighty cool,Neutral
4606,0.0,-1,Neutral,Slighty cool
4607,0.0,2,Neutral,Warm
4608,3.0,1,Hot,Slighty warm
4609,1.0,1,Slighty warm,Slighty warm
4610,-1.0,0,Slighty cool,Neutral
4611,2.0,0,Warm,Neutral
4612,-1.0,-1,Slighty cool,Slighty cool
4613,1.0,0,Slighty warm,Neutral
4614,2.0,1,Warm,Slighty warm
4615,2.0,1,Warm,Slighty warm
4616,1.0,1,Slighty warm,Slighty warm
4617,0.0,1,Neutral,Slighty warm
4618,0.0,1,Neutral,Slighty warm
4619,0.0,1,Neutral,Slighty warm
4620,0.0,0,Neutral,Neutral
4621,1.0,0,Slighty warm,Neutral
4622,1.0,0,Slighty warm,Neutral
4623,-3.0,-1,Cold,Slighty cool
4624,0.0,-1,Neutral,Slighty cool
4625,2.0,1,Warm,Slighty warm
4626,-1.0,0,Slighty cool,Neutral
4627,1.0,0,Slighty warm,Neutral
4628,1.0,0,Slighty warm,Neutral
4629,1.0,1,Slighty warm,Slighty warm
4630,3.0,1,Hot,Slighty warm
4631,-1.0,1,Slighty cool,Slighty warm
4632,-1.0,0,Slighty cool,Neutral
4633,-0.0,1,Neutral,Slighty warm
4634,-1.0,0,Slighty cool,Neutral
4635,0.0,0,Neutral,Neutral
4636,1.0,0,Slighty warm,Neutral
4637,1.0,1,Slighty warm,Slighty warm
4638,-1.0,0,Slighty cool,Neutral
4639,-1.0,-1,Slighty cool,Slighty cool
4640,1.0,0,Slighty warm,Neutral
4641,-3.0,-2,Cold,Cool
4642,0.0,0,Neutral,Neutral
4643,0.0,2,Neutral,Warm
4644,1.0,0,Slighty warm,Neutral
4645,0.0,0,Neutral,Neutral
4646,-1.0,-1,Slighty cool,Slighty cool
4647,0.0,0,Neutral,Neutral
4648,0.0,0,Neutral,Neutral
4649,0.0,-1,Neutral,Slighty cool
4650,-2.0,-1,Cool,Slighty cool
4651,-1.0,0,Slighty cool,Neutral
4652,2.0,0,Warm,Neutral
4653,1.0,0,Slighty warm,Neutral
4654,2.0,1,Warm,Slighty warm
4655,0.0,0,Neutral,Neutral
4656,-1.0,0,Slighty cool,Neutral
4657,0.0,0,Neutral,Neutral
4658,-1.0,0,Slighty cool,Neutral
4659,1.0,1,Slighty warm,Slighty warm
4660,-1.0,0,Slighty cool,Neutral
4661,0.0,0,Neutral,Neutral
4662,0.0,0,Neutral,Neutral
4663,3.0,2,Hot,Warm
4664,-1.0,-1,Slighty cool,Slighty cool
4665,0.0,0,Neutral,Neutral
4666,-0.0,0,Neutral,Neutral
4667,0.0,0,Neutral,Neutral
4668,0.0,-1,Neutral,Slighty cool
4669,0.0,1,Neutral,Slighty warm
4670,0.0,1,Neutral,Slighty warm
4671,0.0,1,Neutral,Slighty warm
4672,0.0,0,Neutral,Neutral
4673,-1.0,0,Slighty cool,Neutral
4674,-1.0,0,Slighty cool,Neutral
4675,3.0,1,Hot,Slighty warm
4676,1.0,0,Slighty warm,Neutral
4677,0.0,0,Neutral,Neutral
4678,1.0,-1,Slighty warm,Slighty cool
4679,-2.0,0,Cool,Neutral
4680,-1.0,1,Slighty cool,Slighty warm
4681,0.0,0,Neutral,Neutral
4682,0.0,0,Neutral,Neutral
4683,1.0,1,Slighty warm,Slighty warm
4684,-2.0,0,Cool,Neutral
4685,0.0,0,Neutral,Neutral
4686,0.0,0,Neutral,Neutral
4687,1.0,0,Slighty warm,Neutral
4688,0.0,0,Neutral,Neutral
4689,0.0,-1,Neutral,Slighty cool
4690,1.0,0,Slighty warm,Neutral
4691,-0.0,1,Neutral,Slighty warm
4692,1.0,0,Slighty warm,Neutral
4693,0.0,0,Neutral,Neutral
4694,0.0,1,Neutral,Slighty warm
4695,2.0,1,Warm,Slighty warm
4696,-1.0,0,Slighty cool,Neutral
4697,0.0,1,Neutral,Slighty warm
4698,0.0,1,Neutral,Slighty warm
4699,0.0,1,Neutral,Slighty warm
4700,0.0,1,Neutral,Slighty warm
4701,0.0,0,Neutral,Neutral
4702,-2.0,-1,Cool,Slighty cool
4703,-3.0,-1,Cold,Slighty cool
4704,0.0,0,Neutral,Neutral
4705,0.0,0,Neutral,Neutral
4706,-0.0,0,Neutral,Neutral
4707,-1.0,0,Slighty cool,Neutral
4708,2.0,1,Warm,Slighty warm
4709,0.0,0,Neutral,Neutral
4710,0.0,0,Neutral,Neutral
4711,-1.0,0,Slighty cool,Neutral
4712,1.0,0,Slighty warm,Neutral
4713,0.0,1,Neutral,Slighty warm
4714,0.0,0,Neutral,Neutral
4715,-1.0,0,Slighty cool,Neutral
4716,0.0,0,Neutral,Neutral
4717,1.0,1,Slighty warm,Slighty warm
4718,0.0,-1,Neutral,Slighty cool
4719,0.0,0,Neutral,Neutral
4720,2.0,0,Warm,Neutral
4721,1.0,0,Slighty warm,Neutral
4722,0.0,1,Neutral,Slighty warm
4723,-2.0,0,Cool,Neutral
4724,0.0,-1,Neutral,Slighty cool
4725,0.0,0,Neutral,Neutral
4726,0.0,0,Neutral,Neutral
4727,2.0,1,Warm,Slighty warm
4728,0.0,0,Neutral,Neutral
4729,0.0,1,Neutral,Slighty warm
4730,2.0,3,Warm,Hot
4731,2.0,1,Warm,Slighty warm
4732,0.0,1,Neutral,Slighty warm
4733,-1.0,0,Slighty cool,Neutral
4734,-1.0,-1,Slighty cool,Slighty cool
4735,0.0,1,Neutral,Slighty warm
4736,-0.0,0,Neutral,Neutral
4737,-1.0,0,Slighty cool,Neutral
4738,3.0,2,Hot,Warm
4739,3.0,0,Hot,Neutral
4740,1.0,1,Slighty warm,Slighty warm
4741,0.0,1,Neutral,Slighty warm
4742,1.0,1,Slighty warm,Slighty warm
4743,2.0,0,Warm,Neutral
4744,0.0,2,Neutral,Warm
4745,1.0,1,Slighty warm,Slighty warm
4746,-1.0,0,Slighty cool,Neutral
4747,3.0,0,Hot,Neutral
4748,3.0,2,Hot,Warm
4749,0.0,1,Neutral,Slighty warm
4750,-2.0,0,Cool,Neutral
4751,0.0,0,Neutral,Neutral
4752,1.0,0,Slighty warm,Neutral
4753,-1.0,0,Slighty cool,Neutral
4754,-1.0,-1,Slighty cool,Slighty cool
4755,-1.0,0,Slighty cool,Neutral
4756,-2.0,0,Cool,Neutral
4757,-1.0,0,Slighty cool,Neutral
4758,0.0,1,Neutral,Slighty warm
4759,0.0,-1,Neutral,Slighty cool
4760,0.0,1,Neutral,Slighty warm
4761,-1.0,0,Slighty cool,Neutral
4762,2.0,1,Warm,Slighty warm
4763,1.0,2,Slighty warm,Warm
4764,-2.0,0,Cool,Neutral
4765,0.0,0,Neutral,Neutral
4766,2.0,2,Warm,Warm
4767,1.0,0,Slighty warm,Neutral
4768,1.0,0,Slighty warm,Neutral
4769,-1.0,0,Slighty cool,Neutral
4770,0.0,1,Neutral,Slighty warm
4771,0.0,0,Neutral,Neutral
4772,0.0,0,Neutral,Neutral
4773,1.0,1,Slighty warm,Slighty warm
4774,0.0,1,Neutral,Slighty warm
4775,1.0,1,Slighty warm,Slighty warm
4776,1.0,0,Slighty warm,Neutral
4777,0.0,0,Neutral,Neutral
4778,0.0,-1,Neutral,Slighty cool
4779,-0.0,1,Neutral,Slighty warm
4780,0.0,1,Neutral,Slighty warm
4781,-1.0,0,Slighty cool,Neutral
4782,0.0,0,Neutral,Neutral
4783,0.0,0,Neutral,Neutral
4784,0.0,0,Neutral,Neutral
4785,-1.0,0,Slighty cool,Neutral
4786,0.0,1,Neutral,Slighty warm
4787,0.0,0,Neutral,Neutral
4788,0.0,0,Neutral,Neutral
4789,0.0,1,Neutral,Slighty warm
4790,1.0,1,Slighty warm,Slighty warm
4791,0.0,1,Neutral,Slighty warm
4792,1.0,0,Slighty warm,Neutral
4793,0.0,0,Neutral,Neutral
4794,1.0,1,Slighty warm,Slighty warm
4795,3.0,2,Hot,Warm
4796,1.0,2,Slighty warm,Warm
4797,-0.0,1,Neutral,Slighty warm
4798,1.0,0,Slighty warm,Neutral
4799,1.0,0,Slighty warm,Neutral
4800,0.0,0,Neutral,Neutral
4801,1.0,0,Slighty warm,Neutral
4802,3.0,2,Hot,Warm
4803,0.0,0,Neutral,Neutral
4804,-1.0,-1,Slighty cool,Slighty cool
4805,-1.0,-1,Slighty cool,Slighty cool
4806,0.0,0,Neutral,Neutral
4807,0.0,0,Neutral,Neutral
4808,3.0,1,Hot,Slighty warm
4809,3.0,1,Hot,Slighty warm
4810,2.0,1,Warm,Slighty warm
4811,3.0,1,Hot,Slighty warm
4812,-1.0,0,Slighty cool,Neutral
4813,0.0,1,Neutral,Slighty warm
4814,0.0,0,Neutral,Neutral
